original_id,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lang_fasttext,lang_confidence
1163,76Id5YpwGnoxtFNceLXFMY,Plastilina Mosh,JAJAJA,JAJAJA,32,191472,False,0.714,0.889,0,-4.857,1,0.0367,0.0483,4.02e-05,0.413,0.935,122.757,4,afrobeat,sr,0.1348040997982025
1316,0mv4wsluGcvNmoB0UonpX9,Timoneki,Timoneki,Mictlán,23,276970,False,0.518,0.649,0,-7.188,1,0.045,0.112,0.162,0.191,0.683,180.202,3,afrobeat,hr,0.2109356969594955
1557,7tUhh4MxnkgNvasB6ZxlAu,Hektombe,La Negra,La Negra,18,359045,False,0.717,0.683,8,-10.197,0,0.0433,0.0364,0.00564,0.104,0.594,113.016,4,afrobeat,ro,0.1982259154319763
1928,5OyCifE7MBhhWCTkn5DHVF,Höröyá,Höröyá,Mansa Fela,15,344410,False,0.746,0.881,8,-6.687,0,0.135,0.0335,0.694,0.329,0.586,130.988,4,afrobeat,hu,0.6401912569999695
2194,7D9CMVj8TeaozjxYCIE5oF,Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alt-rock,bg,0.4906502366065979
2243,2ZLe81mFJfD39BqIy3zkWb,No Doubt,Обратно в клас - rock,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alt-rock,bg,0.5111106038093567
2247,4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,alt-rock,bg,0.4330826997756958
2268,0VubuUqnJDOm2pD144598j,Neon Trees,Обратно в клас - rock,Everybody Talks,0,177280,False,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,4,alt-rock,bg,0.5237060189247131
2277,0e6RXd6MAv6xdvHriDc0ud,Smash Mouth,Обратно в клас - rock,All Star,0,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,4,alt-rock,bg,0.3754495680332184
2299,5XEYNhZdOT7QUfoXxVSdbu,The Verve,Обратно в клас - rock,Bitter Sweet Symphony - Remastered 2016,0,357266,False,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,4,alt-rock,bg,0.2384563088417053
2327,5S9KnOMLC5vRckzbvzasEs,Hoobastank,Обратно в клас - rock,The Reason,0,232800,False,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,4,alt-rock,bg,0.4479413628578186
2383,4ITIaQ64inKaI9rjRoNcLo,Bishop Briggs,Обратно в клас - rock,River,0,214280,False,0.726,0.484,2,-6.708,0,0.0477,0.274,2.42e-06,0.0874,0.561,62.492,4,alt-rock,bg,0.7221845388412476
3331,7D9CMVj8TeaozjxYCIE5oF,Counting Crows,Обратно в клас - rock,Mr. Jones,0,272733,False,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,alternative,bg,0.4906502366065979
3416,0e6RXd6MAv6xdvHriDc0ud,Smash Mouth,Обратно в клас - rock,All Star,0,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,4,alternative,bg,0.3754495680332184
3425,2ZLe81mFJfD39BqIy3zkWb,No Doubt,Обратно в клас - rock,Don't Speak,0,262746,False,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,alternative,bg,0.5111106038093567
3472,0VubuUqnJDOm2pD144598j,Neon Trees,Обратно в клас - rock,Everybody Talks,0,177280,False,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,4,alternative,bg,0.5237060189247131
3479,4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,alternative,bg,0.4330826997756958
3529,5S9KnOMLC5vRckzbvzasEs,Hoobastank,Обратно в клас - rock,The Reason,0,232800,False,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,4,alternative,bg,0.4479413628578186
3547,5XEYNhZdOT7QUfoXxVSdbu,The Verve,Обратно в клас - rock,Bitter Sweet Symphony - Remastered 2016,0,357266,False,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,4,alternative,bg,0.2384563088417053
3620,4ITIaQ64inKaI9rjRoNcLo,Bishop Briggs,Обратно в клас - rock,River,0,214280,False,0.726,0.484,2,-6.708,0,0.0477,0.274,2.42e-06,0.0874,0.561,62.492,4,alternative,bg,0.7221845388412476
4307,4SsDrt7HV1ECcJ2A7EHfLL,Gabríel Ólafs,Piano Works,Filma Solo,58,195154,False,0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,4,ambient,hu,0.1911353468894958
4513,4rYMgi9PpmYY7pfgx4EahN,Aukai,Aukai,Alto Paraíso,55,146322,False,0.565,0.251,5,-16.988,0,0.0882,0.957,0.754,0.101,0.31,134.852,1,ambient,hr,0.3787752985954284
4812,4WrzZAsZQOPwbUgSqrNgp2,Fejká;Rökkurró,Reunion,Svanur (feat. Rökkurró),43,296585,False,0.666,0.518,6,-10.387,1,0.035,0.0646,0.825,0.152,0.277,122.998,4,ambient,hu,0.2587583363056183
5005,6y4GYuZszeXNOXuBFsJlos,Eve,Kaikai Kitan / Ao No Waltz,Kaikai Kitan,75,221426,False,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,4,anime,hu,0.1594863682985305
5801,5RpCdEgSjTVIyziY4Ln8Ju,Eve,Kaikai Kitan,Kaikai Kitan,49,219234,False,0.565,0.919,5,-3.378,0,0.0898,0.0128,0.0,0.292,0.565,92.325,4,anime,hu,0.395006388425827
6097,7hCliCeK5O44yfTgDR2DmK,Bucovina,Septentrion,Asteapta-Ma Dincolo (De Moarte),24,379946,False,0.417,0.965,8,-3.279,0,0.0658,5.9e-06,0.0989,0.0941,0.154,148.008,4,black-metal,ro,0.1622392982244491
6359,01goDEgLNLAVOmRQ8Ip7js,Alcest,Kodama,Oiseaux de proie,39,468226,False,0.233,0.619,8,-8.78,0,0.0337,5.94e-05,0.801,0.24,0.139,114.298,4,black-metal,ro,0.148481473326683
6779,5lKeJIU0KnJZEF2FE76B3y,Samael,Telepath,Telepath,16,215480,False,0.518,0.971,2,-3.296,1,0.118,0.00266,0.00191,0.0735,0.304,145.811,4,black-metal,hu,0.3110870718955993
6816,2irXVa70RYAMtgqP4nqRNU,Nordjevel,Nordjevel,Norges Sorte Himmel,17,609226,True,0.17,0.921,8,-5.664,0,0.0919,4.52e-06,0.76,0.248,0.0998,124.704,4,black-metal,hr,0.2462592273950576
9425,3IcKMQszCEB2xxcip1tSqP,Kiara Vitória,Despreocupa,Despreocupa,45,310635,False,0.498,0.582,2,-5.62,1,0.031,0.512,0.0,0.246,0.308,134.886,4,brazil,ro,0.3215217590332031
9441,5j4efyqEcrNX74JQJOmToB,Kiara Vitória,Despreocupa,Despreocupa,46,310635,False,0.499,0.581,2,-5.614,1,0.0309,0.513,0.0,0.243,0.318,134.823,4,brazil,ro,0.3215217590332031
9854,26WEkO8t9MkvuSWVfidYBP,Costa Gold;Haikaiss,.155,Backstage,44,384000,True,0.697,0.767,0,-6.196,1,0.451,0.271,0.0,0.902,0.843,100.392,4,brazil,hu,0.1867944300174713
14022,23hmXGMYOSQ7jSGHJTZkub,Kidz Bop Kids,Отново на училище,Levitating,1,186466,False,0.706,0.798,5,-4.733,0,0.0374,0.00416,0.00283,0.106,0.812,103.017,4,children,bg,0.8030096888542175
15347,5k4Htrd5PqDjAYGnIASrIo,Pandrezz;j'san;Epektase,lofi за учене,Montara,0,125217,False,0.835,0.195,1,-11.374,1,0.0741,0.884,0.954,0.11,0.149,92.036,4,chill,mk,0.3056504130363464
15349,6vZasoTUJMz2ZU10Av1uKX,Pandrezz;j'san;Epektase,lofi за учене,Mystic Brew,0,126896,False,0.789,0.162,5,-13.013,0,0.095,0.81,0.94,0.0885,0.434,86.98,4,chill,mk,0.2997718155384063
17203,5Woxn89IL5z5YJcuWib8Qk,ALEX,ODYSSEY,ODYSSEY,39,222222,False,0.613,0.995,6,-4.959,0,0.0466,0.216,0.77,0.21,0.293,107.971,4,club,ro,0.2327778786420822
19632,5U0t4SMp344ER0F4jYb6xI,Don Henley,Обратно в клас - rock,The Boys Of Summer,0,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,country,bg,0.3789211213588714
20158,0nrRP2bk19rLc0orkWPQk2,Avicii,True,Wake Me Up,85,247426,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,dance,ro,0.138453260064125
20541,5DH6Cc1lFD0kSuwL836Oue,Avicii,Отново на училище,Wake Me Up - Radio Edit,0,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance,bg,0.6515264511108398
20564,0xlsIZWwkErSWdDn8X3JFV,Sean Paul;Dua Lipa,Отново на училище,No Lie,1,221176,False,0.742,0.883,7,-2.862,1,0.118,0.0468,0.0,0.206,0.464,102.044,4,dance,bg,0.7066287398338318
20591,6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance,bg,0.3923572301864624
20641,6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance,bg,0.3923572301864624
21089,0xlsIZWwkErSWdDn8X3JFV,Sean Paul;Dua Lipa,Отново на училище,No Lie,1,221176,False,0.742,0.883,7,-2.862,1,0.118,0.0468,0.0,0.206,0.464,102.044,4,dancehall,bg,0.7066287398338318
21265,6spkgjCoSBi5sFzF8wpOrO,Mwuana,Ensam,Ensam - Radio1,39,221450,True,0.493,0.501,4,-9.535,0,0.111,0.283,0.0,0.449,0.363,95.489,4,dancehall,hr,0.1039146482944488
21670,1fLEQQKbM9fJ7OVUiXysN8,Gifta,Vé pa,Vé pa,28,142040,False,0.811,0.471,11,-10.268,1,0.431,0.0684,0.0,0.0807,0.963,98.011,4,dancehall,hr,0.2456020563840866
22472,3pGjdNmcVEbSzsyv86ssvV,Claustrofobia,Peste,Metal Malóka,25,212400,True,0.214,0.998,4,-1.78,0,0.324,0.228,7.83e-06,0.342,0.055,74.602,4,death-metal,hu,0.2452481091022491
23309,08Wzb4yEK5GVmZ8fn7gJgz,Bolier;Arem Ozguc;Arman Aydin;NBLM,Imagine,Imagine,50,170181,False,0.769,0.803,4,-4.84,0,0.0466,0.0213,0.00713,0.145,0.559,109.999,4,deep-house,ro,0.2588073313236236
23656,2zGMXDas8lOvC8gqPuHtkj,RÆVE,Firefly,Firefly,36,209000,False,0.728,0.836,4,-3.964,0,0.0519,0.0295,1.53e-05,0.0848,0.43,104.876,4,deep-house,el,0.2252223342657089
25904,5lWs85eYNdGjAc9p3vcgD2,Akcent,Primul capitol,Kylie,49,248986,False,0.757,0.816,5,-6.212,0,0.0401,0.00805,0.0,0.075,0.773,125.018,4,disco,ro,0.2748824059963226
28672,5n5d39gcjEstUpM6kadJYF,Kompany;SampliFire,Ragnarok,Ragnarok,41,249600,False,0.472,0.951,11,-0.941,1,0.12,0.0121,0.00714,0.237,0.218,75.119,4,dub,hu,0.1925673335790634
29537,5n5d39gcjEstUpM6kadJYF,Kompany;SampliFire,Ragnarok,Ragnarok,41,249600,False,0.472,0.951,11,-0.941,1,0.12,0.0121,0.00714,0.237,0.218,75.119,4,dubstep,hu,0.1925673335790634
30050,322TxW77VZdX9gHynK5Xue,Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,edm,bs,0.2219273000955581
30059,0nrRP2bk19rLc0orkWPQk2,Avicii,True,Wake Me Up,85,247426,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,edm,ro,0.138453260064125
30181,5DH6Cc1lFD0kSuwL836Oue,Avicii,Отново на училище,Wake Me Up - Radio Edit,0,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm,bg,0.6515264511108398
30284,4e4DujMLh9227SuYdFsHK2,Swedish House Mafia;John Martin,Обратно в клас - pop,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,edm,bg,0.2090547829866409
30386,1PdMtzyJP5Ry2UpiDyTA5j,Jonas Blue;William Singe,Обратно в клас - pop,Mama,1,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,4,edm,bg,0.3063457608222961
30511,2wopaZn4bijSHJHOi8eICq,Ritviz,Ved,Barso,49,257142,False,0.537,0.829,2,-6.831,1,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4,edm,bs,0.2213918268680572
30557,7Gn4vU9RUHYV5aA1gMJSPV,Ritviz,Dev,Pran,48,221538,False,0.619,0.484,1,-8.715,1,0.0572,0.116,0.000121,0.19,0.61,90.916,4,edm,ro,0.1008702218532562
31033,5KJaEu2ZMIt9FMvofqUgmg,Billie Eilish,Отново на училище,bad guy,1,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro,bg,0.8155590295791626
31192,4e4DujMLh9227SuYdFsHK2,Swedish House Mafia;John Martin,Обратно в клас - pop,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,electro,bg,0.2090547829866409
31378,5khYjyvP68aobZCSnobv6l,Julia Michaels;Niall Horan,Отново на училище,What A Time,0,173306,False,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,4,electro,bg,0.5966366529464722
31421,3OS78nS78LDfSRk9tyxygG,Alessia Cara,Отново на училище,Scars To Your Beautiful,0,230240,False,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,electro,bg,0.6579580307006836
31593,4PTDjIzld7QGs6oLMMnDQ6,Carly Rae Jepsen,Отново на училище,Call Me Maybe,0,193146,False,0.772,0.6,7,-6.253,1,0.0403,0.0126,0.0,0.109,0.644,120.026,4,electro,bg,0.6293618083000183
31659,0MZ6NFEV7oQSDMzuXBVS5E,Sickflip;Ritviz;Seedhe Maut,Roshni,Roshni,45,174000,False,0.566,0.576,6,-7.652,0,0.121,0.629,0.0,0.534,0.3,100.065,4,electro,sq,0.1496857553720474
32064,0MZ6NFEV7oQSDMzuXBVS5E,Sickflip;Ritviz;Seedhe Maut,Roshni,Roshni,45,174000,False,0.566,0.576,6,-7.652,0,0.121,0.629,0.0,0.534,0.3,100.065,4,electronic,sq,0.1496857553720474
32154,4VDJJglEbqLva4mTz4ZnHV,Sickflip;Ritviz;Seedhe Maut,Roshni,Roshni,34,174000,False,0.566,0.576,6,-7.652,0,0.121,0.629,0.0,0.534,0.3,100.065,4,electronic,sq,0.1496857553720474
32354,7eJYhdPLrG4s2t6MYieNZB,Good Times Ahead;Henrix;Digital Lab,Hit It!,Hit It!,37,344973,False,0.791,0.929,5,-5.575,0,0.0617,0.0203,0.752,0.0489,0.19,128.01,4,electronic,hu,0.1397267282009124
32500,4PmnCafj5tsr7U5PWyxiHP,Kúra,Multicolor,Gógó - Lulu Rouge Remix,51,339820,False,0.835,0.467,4,-14.643,0,0.0824,0.386,0.579,0.116,0.11,116.0,4,electronic,hu,0.2369926869869232
32667,1z4f6ddISQvCdRNahbyD1t,ZOH,Justaju,Justaju,32,176001,False,0.649,0.283,0,-19.69,0,0.373,0.528,0.921,0.13,0.169,186.05,4,electronic,sr,0.6332399845123291
32754,2LjZcBOceIpCBbhTf1Y5J0,Mnogoznaal,DOF,DOF,49,130586,True,0.79,0.873,8,-6.299,1,0.0372,0.366,0.126,0.109,0.963,113.959,4,electronic,sr,0.4133126437664032
33031,1EmoXFZ5oXu6u6oxBUzafC,Fall Out Boy,Обратно в клас - rock,"Sugar, We're Goin Down",2,230933,False,0.5,0.887,7,-3.74,1,0.0726,0.00467,0.0,0.114,0.631,162.003,4,emo,bg,0.3619970083236694
33092,4haXv9IJwOlJJsT6FNJPYk,Jimmy Eat World,Обратно в клас - rock,The Middle,0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,emo,bg,0.4330826997756958
33354,2am944KUlJJbeXQ4nm1ipw,FACE,24 на 7,24 на 7,54,189257,False,0.565,0.481,6,-13.575,1,0.757,0.602,0.0,0.124,0.518,72.737,1,emo,bg,0.6547019481658936
33402,3dzwxkefk58p6aXC3ADRt9,PHARAOH,"Дико, например","Дико, например",55,168000,True,0.891,0.624,6,-6.636,1,0.0789,0.114,0.00711,0.104,0.084,90.073,4,emo,mk,0.4117648899555206
33510,2mKa6WpSZ97avRyIlPKRK8,quiizzzmeow,сети,сети,54,131333,False,0.634,0.784,5,-5.297,1,0.0677,0.0359,0.0,0.161,0.434,90.041,4,emo,sr,0.5412152409553528
33807,79hOg2OcECgvRGGeX0XJuZ,PHARAOH;Mnogoznaal,Акид,Акид,47,161008,True,0.882,0.654,8,-5.766,1,0.279,0.0154,2.18e-05,0.114,0.308,133.039,4,emo,sr,0.6569483876228333
34186,5JuEJHeydYTaObYY1h9MgA,Tom Petty,Обратно в клас - rock,Free Fallin',0,255680,False,0.619,0.504,5,-11.562,1,0.025,0.0614,0.0,0.06,0.568,84.335,4,folk,bg,0.3743927180767059
34290,3ldrKmt2S7VBENF7g40ibi,Don McLean,Обратно в клас - rock,American Pie,0,513000,False,0.461,0.563,4,-9.325,0,0.0605,0.358,0.0,0.302,0.477,138.571,4,folk,bg,0.5628716349601746
34440,5U0t4SMp344ER0F4jYb6xI,Don Henley,Обратно в клас - rock,The Boys Of Summer,0,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,folk,bg,0.3789211213588714
34992,4TNuw8GNp7t83YtgIwJVv0,hiperkarma,A NAPSÜTÖTTE RÉSZ,RÁD TALÁLT,43,192000,False,0.603,0.805,9,-3.647,0,0.0793,0.196,0.0,0.153,0.673,163.998,4,folk,hu,0.2557094991207123
36563,7mzU3O4ixZNhShH6SrCInw,Django,Anthracite,Anthracite,35,142222,True,0.64,0.459,2,-8.439,1,0.25,0.448,5.75e-05,0.107,0.14,100.071,3,french,hr,0.3025531768798828
36610,68av1mZz0VsIYXJWATZWUW,Soolking;Dhurata Dora,Zemër,Zemër,63,224713,True,0.782,0.864,11,-2.918,0,0.053,0.299,0.0,0.0876,0.941,156.989,4,french,sq,0.5349180698394775
37217,5g9lS8deSIxItFBmZRC4vN,2Pac,All Eyez On Me,Ambitionz Az A Ridah,79,278386,True,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4,funk,hu,0.6350691914558411
37328,53DZTymdCwUwL9yJdqSLjR,Mc Davi,Tudo No Privê,Tudo No Privê,50,211200,False,0.636,0.547,5,-8.916,0,0.15,0.551,0.0,0.0967,0.456,149.951,4,funk,ro,0.2681435346603393
37331,5S9KnOMLC5vRckzbvzasEs,Hoobastank,Обратно в клас - rock,The Reason,0,232800,False,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,4,funk,bg,0.4479413628578186
37721,6aRznHyTg7epwrqGhLzfLs,Mc Kako,Amém,Amém,44,212869,True,0.914,0.336,0,-10.001,0,0.0774,0.548,0.0,0.109,0.723,115.034,4,funk,bs,0.724640429019928
39720,7jLsnNCwNMlLHmJYuVp08u,NAVACHA,MOSAIK,Pegasus,40,260281,True,0.696,0.684,1,-6.064,1,0.342,0.257,4.94e-06,0.246,0.46,141.848,4,german,hu,0.1471253633499145
40169,3IcKMQszCEB2xxcip1tSqP,Kiara Vitória,Despreocupa,Despreocupa,45,310635,False,0.498,0.582,2,-5.62,1,0.031,0.512,0.0,0.246,0.308,134.886,4,gospel,ro,0.3215217590332031
40188,5j4efyqEcrNX74JQJOmToB,Kiara Vitória,Despreocupa,Despreocupa,46,310635,False,0.499,0.581,2,-5.614,1,0.0309,0.513,0.0,0.243,0.318,134.823,4,gospel,ro,0.3215217590332031
44080,5S9KnOMLC5vRckzbvzasEs,Hoobastank,Обратно в клас - rock,The Reason,0,232800,False,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,4,grunge,bg,0.4479413628578186
45535,5S6M5UmZKoEJEsB7fvCA2n,George Dalaras,Apo Kardias (Live),Tha Pio Apopse To Feggari - Live,24,202266,False,0.475,0.579,9,-5.577,0,0.0323,0.34,0.0,0.403,0.532,117.485,4,guitar,hu,0.128556802868843
45651,2uuykQmIKK4g0vjowVChO3,paniyolo,hitotema,Color,46,285800,False,0.573,0.102,6,-20.757,0,0.0638,0.983,0.914,0.124,0.249,145.651,3,guitar,hr,0.1805058419704437
46298,7uXjp2aXpQHiPQpvthEiTi,De Doelleazen;Bricquebec,Strjitlizzer 2021,Strjitlizzer 2021,22,192750,False,0.52,0.817,7,-5.367,1,0.044,0.00694,0.000536,0.32,0.152,159.973,4,happy,ro,0.2735714912414551
46313,5sGNYiDH1SiTl5V2eitR5Y,Tha Playah,Stand Up,Stand Up,21,204166,True,0.617,0.976,6,-1.19,1,0.32,0.289,9.74e-06,0.645,0.304,179.898,4,happy,hu,0.3765351176261902
47342,5QKHspyc4wX13lh58yWTcT,Asia,Top muzică românească - Vara 2022,Sună periculos,0,213212,False,0.622,0.912,10,-7.503,0,0.0511,0.155,0.000127,0.113,0.801,100.035,4,hard-rock,ro,0.9449098706245422
49799,7uXjp2aXpQHiPQpvthEiTi,De Doelleazen;Bricquebec,Strjitlizzer 2021,Strjitlizzer 2021,22,192750,False,0.52,0.817,7,-5.367,1,0.044,0.00694,0.000536,0.32,0.152,159.973,4,hardstyle,ro,0.2735714912414551
51351,322TxW77VZdX9gHynK5Xue,Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,hip-hop,bs,0.2219273000955581
51760,4kw1Tl4ryNxjTtAdFJkD19,SAMBATA,Pinnak,Pinnak,56,390321,True,0.781,0.684,2,-8.303,1,0.37,0.011,0.0,0.0971,0.543,100.587,4,hip-hop,hu,0.4018453359603882
53193,4e4DujMLh9227SuYdFsHK2,Swedish House Mafia;John Martin,Обратно в клас - pop,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,house,bg,0.2090547829866409
53382,1PdMtzyJP5Ry2UpiDyTA5j,Jonas Blue;William Singe,Обратно в клас - pop,Mama,1,184133,False,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.013,4,house,bg,0.3063457608222961
53887,17oty3prlqgeUBJ9K929pD,Surf Mesa;Emilee,Обратно в клас - pop,ily (i love you baby),1,181071,False,0.667,0.799,11,-7.318,0,0.0812,0.0589,0.0119,0.362,0.288,112.054,4,house,bg,0.3009484112262726
54683,5ylj6BzNbDXAhGyNehYD7n,Autechre,Anti,Djarum,12,439773,False,0.741,0.991,1,-9.009,1,0.0628,0.342,0.186,0.103,0.272,150.027,4,idm,hr,0.1429450511932373
55102,322TxW77VZdX9gHynK5Xue,Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,indian,bs,0.2219273000955581
55508,2wopaZn4bijSHJHOi8eICq,Ritviz,Ved,Barso,49,257142,False,0.537,0.829,2,-6.831,1,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4,indian,bs,0.2213918268680572
55553,7Gn4vU9RUHYV5aA1gMJSPV,Ritviz,Dev,Pran,48,221538,False,0.619,0.484,1,-8.715,1,0.0572,0.116,0.000121,0.19,0.61,90.916,4,indian,ro,0.1008702218532562
55654,0MZ6NFEV7oQSDMzuXBVS5E,Sickflip;Ritviz;Seedhe Maut,Roshni,Roshni,45,174000,False,0.566,0.576,6,-7.652,0,0.121,0.629,0.0,0.534,0.3,100.065,4,indian,sq,0.1496857553720474
56005,322TxW77VZdX9gHynK5Xue,Ritviz,Mimmi,Aaj Na,63,193425,False,0.659,0.345,11,-8.464,1,0.107,0.106,0.0,0.107,0.338,84.761,4,indie-pop,bs,0.2219273000955581
